approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,147799.99999926102,147799.99999926102,147799.99999926102,147799.99999926102,6628.923862794598,,,6628.923862794598,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,145349.99999927328,145349.99999927328,145349.99999927328,145349.99999927328,4870.169671732224,,,4870.169671732224,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,142949.99999928524,142949.99999928524,142949.99999928524,142949.99999928524,6017.398021336745,,,6017.398021336745,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,154065.49999922968,154065.49999922968,154065.49999922968,154065.49999922968,8065.010571154427,,,8065.010571154427,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,145690.49999927153,145690.49999927153,145690.49999927153,145690.49999927153,6787.614551696437,,,6787.614551696437,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,151374.99999924313,151374.99999924313,151374.99999924313,151374.99999924313,7501.480117089364,,,7501.480117089364,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,151774.99999924112,151774.99999924112,151774.99999924112,151774.99999924112,8841.326034721304,,,8841.326034721304,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",gaussian,149777.29166666666,143065.49999928466,143065.49999928466,143065.49999928466,143065.49999928466,6877.727266694037,,,6877.727266694037,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,142717.39944892432,142542.77865625152,142194.17777733193,11.867397434736011,0.0494831599999217,,,7066.433157351715,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,154059.61471292103,153897.69018672174,153574.35152829374,11.94404331118102,0.04586074210113587,,,7069.004828939959,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,144548.32971219398,144434.6120870488,144207.4451547762,11.880582172612081,0.03967416486296767,,,5737.091717585696,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,144835.23999908895,144735.81190318736,144537.1604340204,11.882665372691186,0.03706013470856492,,,5369.457074385642,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,151042.5862248803,150877.23748455956,150547.08283551293,11.924221788344944,0.046804180775712106,,,7073.297903738248,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,148654.30685422802,148520.8803332276,148254.38645963345,11.908480835645033,0.04237842566906045,,,6302.565024478859,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,140020.65974970325,139922.31529770454,139725.83356385524,11.848842656851923,0.037486090565080406,,,5250.671594422751,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,143754.5598463496,143574.18423440555,143214.11170384422,11.87460714390828,0.05011057609897806,,,7208.1483780060435,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,149235.83958534175,149135.36681477705,148934.6241574637,11.912609674601931,0.03670081747471202,,,5478.9221642844805,
statistical_baseline_n20,triple_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",lognormal,149745.51224520308,148855.3517363757,148622.31941087093,148157.3486216507,11.909163597906941,0.05597716998282687,,,8339.032945720613,
